0.30733,0.01874,0.29102,0.3278
0.3061,0.018528,0.29031,0.3265
-0.027121,0.00608,-0.031891,-0.020275
0.20927,0.012064,0.19539,0.21721
0.21774,0.039545,0.18759,0.26251
0.044864,0.022339,0.019114,0.059067
0.22158,0.032367,0.19644,0.2581
0.2077,0.010425,0.19568,0.21426
0.039641,0.012644,0.025737,0.050451
0.0061199,0.0010417,0.0051068,0.007188
0.99911,0.00035445,0.99872,0.99942
0.04125,0.0085734,0.033203,0.050267
0.98865,0.0084927,0.97913,0.99547
0.0025965,0.0012683,0.0015384,0.0040025
0.14317,0.055056,0.095031,0.2032
0.14305,0.055105,0.094843,0.20312
0.041637,0.008425,0.033735,0.050502
0.98777,0.0085423,0.97831,0.99492
-0.54265,0.032985,-0.57551,-0.50954
0.54418,0.029142,0.51154,0.56759
0.54418,0.029142,0.51154,0.56759
0.54418,0.029142,0.51154,0.56759
0.0020754,0.0020854,0.0004314,0.0044211
