0.25754,0.016739,0.24265,0.28766
0.20525,0.013478,0.18207,0.21989
-0.1543,0.023793,-0.18547,-0.13129
0.201,0.013102,0.17915,0.21879
0.012161,0.0051111,0.0067318,0.017394
0.15977,0.019556,0.13984,0.18599
0.15775,0.020316,0.13863,0.1858
0.017582,0.01938,0.00069785,0.046241
0.20146,0.012037,0.18318,0.21961
0.01014,0.0089435,0.00061071,0.023099
0.081102,0.046242,0.016324,0.13783
0.99572,0.0038022,0.99043,0.99969
0.044615,0.032034,0.00072839,0.097581
0.99437,0.0045924,0.98704,0.99821
0.080994,0.046416,0.015205,0.13783
0.99849,0.001708,0.99523,0.99997
0.04475,0.03173,0.00034195,0.0967
0.011082,0.0078048,0.0012119,0.019818
-0.38394,0.019401,-0.4023,-0.34847
0.024631,0.016277,0.0019177,0.045052
0.024631,0.016277,0.0019177,0.045052
0.024631,0.016277,0.0019177,0.045052
1.741e-05,2.0939e-05,1.7124e-06,4.6797e-05
