0.22252,0.041891,0.17308,0.26364
0.22147,0.041561,0.17289,0.26336
-0.003965,0.023841,-0.044161,0.021039
0.20919,0.042477,0.16025,0.25351
0.072106,0.0053001,0.064801,0.078403
0.017432,0.01508,0.0031052,0.046086
0.066042,0.015918,0.043329,0.078432
0.081033,0.057546,0.027822,0.15561
0.17829,0.079704,0.062175,0.25105
0.045661,0.057009,0.00013011,0.12353
0.4235,0.37888,0.051938,0.88432
0.80652,0.23432,0.45024,0.99848
0.99575,0.0047415,0.98749,0.99977
0.067332,0.047537,0.021349,0.15436
0.033985,0.032566,0.0027737,0.082854
0.051002,0.035683,0.014399,0.098027
0.80471,0.23762,0.44063,0.99786
0.42538,0.38071,0.052626,0.89232
-0.37194,0.026589,-0.39766,-0.32743
0.37309,0.017532,0.33976,0.38636
0.37309,0.017532,0.33976,0.38636
0.37309,0.017532,0.33976,0.38636
1.1376e-05,1.3095e-05,2.1624e-06,3.2933e-05
0.17972,0.017282,0.15526,0.20633
0.098014,0.0077672,0.08821,0.11095
0.15034,0.018668,0.12312,0.17954
0.15183,0.018937,0.12341,0.18054
0.088037,0.0034704,0.081174,0.090323
0.034728,0.016617,0.01778,0.063529
0.088172,0.0051611,0.082737,0.096617
0.13459,0.034155,0.084283,0.18576
0.065921,0.039795,0.013558,0.11295
0.010575,0.012747,0.0012742,0.034077
0.80443,0.23598,0.45413,0.998
0.43048,0.38093,0.062342,0.89094
0.99877,0.00090997,0.99768,0.99999
0.012152,0.01743,0.0032606,0.047478
0.037275,0.028376,0.0032051,0.067972
0.041275,0.024749,0.0045578,0.06804
0.43043,0.38076,0.062811,0.89093
0.80357,0.23489,0.45412,0.99667
-0.024041,0.010804,-0.034202,-0.0057664
0.38451,0.020128,0.34844,0.4059
0.38451,0.020128,0.34844,0.4059
0.38451,0.020128,0.34844,0.4059
6.8509e-05,0.00015234,1.7696e-06,0.00037942
